TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,Description,Category
7163,Coffee,2017-02-25 10:55:13,Morning,Weekend,Katrina,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7163,Coffee,2017-02-25 10:55:13,Morning,Weekend,Claudia,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7164,Scandinavian,2017-02-25 11:26:15,Morning,Weekend,Melanie,0,"Reflecting the flavors of Northern Europe, Scandinavian cakes often feature berries, nuts, and wholesome grains.",Pure Veg
7165,Coffee,2017-02-25 11:38:14,Morning,Weekend,Elizabeth,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7165,Coffee,2017-02-25 11:38:14,Morning,Weekend,Ralph,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7165,Cookies,2017-02-25 11:38:14,Morning,Weekend,Leslie,0,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7166,Coffee,2017-02-25 11:40:38,Morning,Weekend,William,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7166,Coffee,2017-02-25 11:40:38,Morning,Weekend,Elaine,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7166,Pastry,2017-02-25 11:40:38,Morning,Weekend,Charlotte,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
7166,Pastry,2017-02-25 11:40:38,Morning,Weekend,James,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
7167,Coffee,2017-02-25 11:41:10,Morning,Weekend,James,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7167,Coffee,2017-02-25 11:41:10,Morning,Weekend,Angela,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7168,Medialuna,2017-02-25 11:46:36,Morning,Weekend,Marshall,0,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7169,Medialuna,2017-02-25 11:47:28,Morning,Weekend,Tara,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7170,Coffee,2017-02-25 11:55:43,Morning,Weekend,Scott,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7170,Coffee,2017-02-25 11:55:43,Morning,Weekend,Debbie,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7170,Coffee,2017-02-25 11:55:43,Morning,Weekend,Ellen,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7171,Tea,2017-02-25 11:58:51,Morning,Weekend,Rex,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7171,Coffee,2017-02-25 11:58:51,Morning,Weekend,Blake,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7171,Coffee,2017-02-25 11:58:51,Morning,Weekend,Samuel,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7171,Almond,2017-02-25 11:58:51,Morning,Weekend,Jake,1,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.,Pure Veg
7172,Bread,2017-02-25 11:59:30,Morning,Weekend,Mark,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7172,Coffee,2017-02-25 11:59:30,Morning,Weekend,Jill,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7172,Coffee,2017-02-25 11:59:30,Morning,Weekend,Lori,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7173,Tiffin,2017-02-25 12:00:08,Afternoon,Weekend,Patsy,5,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat.",Pure Veg
7173,Medialuna,2017-02-25 12:00:08,Afternoon,Weekend,Ellis,4,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7174,Alfajores,2017-02-25 12:06:14,Afternoon,Weekend,Jordan,2,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
7174,Brownie,2017-02-25 12:06:14,Afternoon,Weekend,Dave,5,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips.",Pure Veg
7174,Bread,2017-02-25 12:06:14,Afternoon,Weekend,Shane,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7174,Baguette,2017-02-25 12:06:14,Afternoon,Weekend,Reginald,4,"A long, thin loaf of French bread with a crisp crust and soft interior, perfect for making sandwiches or serving with soups and salads.",Rolls
7175,Coffee,2017-02-25 12:08:54,Afternoon,Weekend,Jeff,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7175,Cake,2017-02-25 12:08:54,Afternoon,Weekend,Hannah,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7175,Alfajores,2017-02-25 12:08:54,Afternoon,Weekend,Emma,2,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
7175,Tea,2017-02-25 12:08:54,Afternoon,Weekend,Diana,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7175,Tea,2017-02-25 12:08:54,Afternoon,Weekend,Lloyd,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7176,Coffee,2017-02-25 12:09:50,Afternoon,Weekend,Josh,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7176,Cake,2017-02-25 12:09:50,Afternoon,Weekend,Heather,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7177,Cheesecake,2017-02-25 12:17:51,Afternoon,Weekend,Lyle,0,"A hearty sandwich or wrap filled with flavorful meats, cheeses, vegetables, and sauces, perfect for on-the-go eating.",Desserts
7177,Chicken Stew,2017-02-25 12:17:51,Afternoon,Weekend,Sandra,0,"Hearty and comforting stews made with tender chicken, vegetables, and aromatic herbs, perfect for warming up on cold days.",Pure Veg
7177,Cake,2017-02-25 12:17:51,Afternoon,Weekend,Steven,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7177,Coffee,2017-02-25 12:17:51,Afternoon,Weekend,Neil,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7177,Coffee,2017-02-25 12:17:51,Afternoon,Weekend,Rita,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7178,Hot chocolate,2017-02-25 12:22:52,Afternoon,Weekend,Dave,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7178,Brownie,2017-02-25 12:22:52,Afternoon,Weekend,Paula,4,"Rich, fudgy chocolate cakes with a dense texture, often studded with nuts or chocolate chips.",Pure Veg
7179,Coffee,2017-02-25 12:30:55,Afternoon,Weekend,Andrew,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7179,Flan,2017-02-25 12:30:55,Afternoon,Weekend,Virginia,0,"A portable bag or container for carrying cakes, pastries, and other baked goods while on the go.",Desserts
7180,Coffee,2017-02-25 12:32:47,Afternoon,Weekend,Yolanda,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7181,Coffee,2017-02-25 12:55:37,Afternoon,Weekend,Leslie,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7182,Coffee,2017-02-25 13:06:36,Afternoon,Weekend,Dorothy,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7183,Coffee,2017-02-25 13:26:00,Afternoon,Weekend,Jenny,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7184,Coffee,2017-02-25 13:28:12,Afternoon,Weekend,Jamie,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7185,Bread,2017-02-25 14:05:36,Afternoon,Weekend,Jacob,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7185,Mineral water,2017-02-25 14:05:36,Afternoon,Weekend,Karla,2,A refreshing beverage often served alongside cakes to cleanse the palate and provide hydration.,Beverages
7186,Salad,2017-02-25 14:07:03,Afternoon,Weekend,Barry,2,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes.",Salads
7186,Soup,2017-02-25 14:07:03,Afternoon,Weekend,Mark,3,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7186,Cake,2017-02-25 14:07:03,Afternoon,Weekend,Brent,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7187,Extra Salami or Feta,2017-02-25 14:11:41,Afternoon,Weekend,Louise,1,"Additional toppings for sandwiches or salads, offering a burst of flavor and protein.",Pure Veg
7187,Tea,2017-02-25 14:11:41,Afternoon,Weekend,Erin,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7188,Bread,2017-02-25 14:12:06,Afternoon,Weekend,Earl,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7188,Soup,2017-02-25 14:12:06,Afternoon,Weekend,Lydia,5,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7189,Coffee,2017-02-25 14:12:38,Afternoon,Weekend,Ron,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7189,Sandwich,2017-02-25 14:12:38,Afternoon,Weekend,Bryan,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7190,Sandwich,2017-02-25 14:13:29,Afternoon,Weekend,Seth,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7190,Tea,2017-02-25 14:13:29,Afternoon,Weekend,Jacqueline,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7191,Coffee,2017-02-25 14:15:09,Afternoon,Weekend,Antonio,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7191,Extra Salami or Feta,2017-02-25 14:15:09,Afternoon,Weekend,Theresa,2,"Additional toppings for sandwiches or salads, offering a burst of flavor and protein.",Pure Veg
7191,Salad,2017-02-25 14:15:09,Afternoon,Weekend,Donna,2,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes.",Salads
7191,Bread,2017-02-25 14:15:09,Afternoon,Weekend,Allan,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7191,Sandwich,2017-02-25 14:15:09,Afternoon,Weekend,Natalie,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7192,Bread,2017-02-25 14:15:36,Afternoon,Weekend,Florence,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7192,Sandwich,2017-02-25 14:15:36,Afternoon,Weekend,Connie,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7193,Coffee,2017-02-25 14:47:08,Afternoon,Weekend,Marian,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7194,Hot chocolate,2017-02-25 14:50:51,Afternoon,Weekend,Warren,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7194,Almond,2017-02-25 14:50:51,Afternoon,Weekend,Erik,2,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.,Pure Veg
7194,Juice,2017-02-25 14:50:51,Afternoon,Weekend,Lloyd,0,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
7194,Chocolates,2017-02-25 14:50:51,Afternoon,Weekend,Gilbert,2,"Indulgent confections made from cocoa beans, sugar, and milk or cream, available in a variety of flavors and fillings.",Desserts
7194,Tea,2017-02-25 14:50:51,Afternoon,Weekend,Anthony,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7195,Coffee,2017-02-25 14:55:13,Afternoon,Weekend,Yvonne,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7195,Coffee,2017-02-25 14:55:13,Afternoon,Weekend,Patsy,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7196,Cake,2017-02-25 15:06:25,Afternoon,Weekend,Madeline,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7197,Cake,2017-02-25 15:11:03,Afternoon,Weekend,Zachary,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7197,Coffee,2017-02-25 15:11:03,Afternoon,Weekend,Linda,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7198,Soup,2017-02-25 15:18:54,Afternoon,Weekend,Lori,5,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7198,Soup,2017-02-25 15:18:54,Afternoon,Weekend,Geoff,5,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7198,Coffee,2017-02-25 15:18:54,Afternoon,Weekend,Casey,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7198,Coffee,2017-02-25 15:18:54,Afternoon,Weekend,Walt,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7198,Cookies,2017-02-25 15:18:54,Afternoon,Weekend,Wendy,2,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7198,Scone,2017-02-25 15:18:54,Afternoon,Weekend,Samuel,3,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
7198,Hot chocolate,2017-02-25 15:18:54,Afternoon,Weekend,Alfred,4,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7199,Tea,2017-02-25 15:40:17,Afternoon,Weekend,Jennifer,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7199,Tiffin,2017-02-25 15:40:17,Afternoon,Weekend,Tom,3,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat.",Pure Veg
7199,Bread,2017-02-25 15:40:17,Afternoon,Weekend,Richard,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7200,Scone,2017-02-25 15:42:11,Afternoon,Weekend,Jacob,4,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
7200,Muffin,2017-02-25 15:42:11,Afternoon,Weekend,Antonio,4,"Individual-sized quick breads, often sweetened and flavored with fruits, nuts, or chocolate chips.",Pure Veg
7200,Cake,2017-02-25 15:42:11,Afternoon,Weekend,Raymond,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7200,Tea,2017-02-25 15:42:11,Afternoon,Weekend,Brett,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7200,Bread,2017-02-25 15:42:11,Afternoon,Weekend,Florence,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7201,Sandwich,2017-02-25 16:10:01,Afternoon,Weekend,Benjamin,4,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7202,Almond,2017-02-25 16:15:46,Afternoon,Weekend,Leonard,0,A popular carbonated beverage often served alongside cakes to provide a sweet and fizzy contrast.,Pure Veg
7203,Coffee,2017-02-25 16:40:24,Afternoon,Weekend,Lawrence,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7203,Coffee,2017-02-25 16:40:24,Afternoon,Weekend,Fred,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7203,Cake,2017-02-25 16:40:24,Afternoon,Weekend,Fiona,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7203,Cake,2017-02-25 16:40:24,Afternoon,Weekend,Donna,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7204,Coffee,2017-02-25 16:41:22,Afternoon,Weekend,Robin,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7204,Sandwich,2017-02-25 16:41:22,Afternoon,Weekend,Harold,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
7205,Bread,2017-02-25 16:41:47,Afternoon,Weekend,Ronald,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7205,Medialuna,2017-02-25 16:41:47,Afternoon,Weekend,Stefan,4,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7206,Cake,2017-02-25 16:51:56,Afternoon,Weekend,Julian,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7206,Cake,2017-02-25 16:51:56,Afternoon,Weekend,Ethan,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7207,Cookies,2017-02-25 16:58:21,Afternoon,Weekend,Ellen,3,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
7207,Coffee,2017-02-25 16:58:21,Afternoon,Weekend,Sidney,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7207,Bread,2017-02-25 16:58:21,Afternoon,Weekend,Jean,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7208,Hot chocolate,2017-02-25 17:15:06,Evening,Weekend,Roy,2,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7208,Cake,2017-02-25 17:15:06,Evening,Weekend,Patricia,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7209,Hot chocolate,2017-02-25 17:15:50,Evening,Weekend,Leslie,2,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
7209,Cake,2017-02-25 17:15:50,Evening,Weekend,Sue,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7210,Coffee,2017-02-26 09:07:07,Morning,Weekend,Ray,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7210,Medialuna,2017-02-26 09:07:07,Morning,Weekend,Jeremy,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7210,Fudge,2017-02-26 09:07:07,Morning,Weekend,Justin,4,"Dense, sweet confections made from sugar, butter, and milk or cream, often flavored with chocolate or nuts.",Desserts
7211,Bread,2017-02-26 09:26:10,Morning,Weekend,Miguel,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7212,Coffee,2017-02-26 09:26:41,Morning,Weekend,Helen,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7212,Medialuna,2017-02-26 09:26:41,Morning,Weekend,Andrew,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7212,Fudge,2017-02-26 09:26:41,Morning,Weekend,Dale,1,"Dense, sweet confections made from sugar, butter, and milk or cream, often flavored with chocolate or nuts.",Desserts
7213,Coffee,2017-02-26 09:33:50,Morning,Weekend,Sara,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7214,Coffee,2017-02-26 09:34:38,Morning,Weekend,Ruben,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7214,Coffee,2017-02-26 09:34:38,Morning,Weekend,June,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7214,Scone,2017-02-26 09:34:38,Morning,Weekend,Glenda,3,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
7214,Medialuna,2017-02-26 09:34:38,Morning,Weekend,Neil,0,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7215,Bread,2017-02-26 09:35:48,Morning,Weekend,Sonya,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7216,Medialuna,2017-02-26 09:38:10,Morning,Weekend,Miranda,1,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7217,Coffee,2017-02-26 10:06:53,Morning,Weekend,Tony,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7217,Medialuna,2017-02-26 10:06:53,Morning,Weekend,Kathryn,2,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7218,Cake,2017-02-26 10:17:37,Morning,Weekend,Julie,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7218,Coffee,2017-02-26 10:17:37,Morning,Weekend,Felicia,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7218,Coffee,2017-02-26 10:17:37,Morning,Weekend,Marian,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7218,Juice,2017-02-26 10:17:37,Morning,Weekend,Renee,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
7218,Soup,2017-02-26 10:17:37,Morning,Weekend,Juan,3,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
7219,Coffee,2017-02-26 10:18:06,Morning,Weekend,Diana,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7220,Coffee,2017-02-26 10:18:38,Morning,Weekend,Lisa,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7221,Tea,2017-02-26 10:20:40,Morning,Weekend,Sean,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
7221,Coffee,2017-02-26 10:20:40,Morning,Weekend,Margaret,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7221,Medialuna,2017-02-26 10:20:40,Morning,Weekend,Donald,0,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7221,Cookie with strawberries,2017-02-26 10:20:40,Morning,Weekend,Thomas,1,"Edible art pieces made from cake, icing, and decorative elements, perfect for special occasions and celebrations.",Pure Veg
7222,Coffee,2017-02-26 10:26:04,Morning,Weekend,Sue,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7223,Coffee,2017-02-26 10:39:19,Morning,Weekend,Haley,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7223,Toast,2017-02-26 10:39:19,Morning,Weekend,Lyle,3,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
7223,Medialuna,2017-02-26 10:39:19,Morning,Weekend,Randy,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7223,Coffee,2017-02-26 10:39:19,Morning,Weekend,Dale,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7224,Medialuna,2017-02-26 10:50:53,Morning,Weekend,Ronald,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7224,Medialuna,2017-02-26 10:50:53,Morning,Weekend,Ernest,4,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7224,Cake,2017-02-26 10:50:53,Morning,Weekend,Susie,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7224,Scone,2017-02-26 10:50:53,Morning,Weekend,Linda,4,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
7225,Farm House,2017-02-26 11:00:15,Morning,Weekend,Lee,2,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
7225,Eggs,2017-02-26 11:00:15,Morning,Weekend,Terry,4,"Versatile and nutritious, eggs are used in a variety of cake recipes for moisture, structure, and richness.",Pure Veg
7225,Bread,2017-02-26 11:00:15,Morning,Weekend,Zach,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7225,Medialuna,2017-02-26 11:00:15,Morning,Weekend,Tom,1,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
7226,Coffee,2017-02-26 11:09:06,Morning,Weekend,Manuel,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
7227,Farm House,2017-02-26 11:11:08,Morning,Weekend,William,4,"Rustic cakes reminiscent of farmhouse baking, featuring simple, wholesome ingredients like oats, nuts, and dried fruits.",Pure Veg
7228,Bread,2017-02-26 11:30:41,Morning,Weekend,Travis,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7228,Alfajores,2017-02-26 11:30:41,Morning,Weekend,Kelly,0,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
7229,Scone,2017-02-26 11:31:31,Morning,Weekend,Danielle,2,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
7229,Apple pie,2017-02-26 11:31:31,Morning,Weekend,James,5,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
7229,Cake,2017-02-26 11:31:31,Morning,Weekend,Todd,1,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
7230,Bread,2017-02-26 11:36:55,Morning,Weekend,Bernice,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
7230,Scone,2017-02-26 11:36:55,Morning,Weekend,Adrian,4,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
7231,Bread,2017-02-26 11:37:47,Morning,Weekend,Christopher,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
